Applid,Date,ResTime,ColTime,DB2EntryName,AccountRec,ThreadWait,ThreadPrty,CallCount,TwoPCommitCount,AbortCount,OnePCommitCount,ThreadCreate,ThreadReuse,ThreadTerms,ThreadLimit,ThreadHWM,PthreadLimit,PthreadHWM,Readyq,Reuselm,CommitRatio%,ThreadRatio%,PthreadRatio%
BP18PAAH,01/11/2016,16:00:00,18:00:00,BPA0ENRY,TASK,POOL,EQUAL,8765132,18567,4492,185054,2151,208007,2152,100,8,30,8,0,2047,97.84,8.0,26.67
BP18PAAH,01/11/2016,18:00:00,20:00:00,BPA0ENRY,TASK,POOL,EQUAL,7826318,12849,3028,112749,1346,128534,1343,100,7,30,7,0,1254,97.65,7.0,23.33
BP18PAAH,01/11/2016,20:00:00,22:00:00,BPA0ENRY,TASK,POOL,EQUAL,6750482,10832,2211,87910,1061,100862,1064,100,8,30,8,0,970,97.81,8.0,26.67
BP18PAA4,01/11/2016,06:00:00,08:00:00,BPA0ENRY,TASK,POOL,EQUAL,358272,1291,320,13240,187,14797,185,100,4,30,4,0,133,97.85,4.0,13.33
BP18PAA4,01/11/2016,08:00:00,10:00:00,BPA0ENRY,TASK,POOL,EQUAL,3834256,12212,3349,128329,1489,143810,1485,100,8,30,8,0,1406,97.67,8.0,26.67
BP18PAA4,01/11/2016,10:00:00,12:00:00,BPA0ENRY,TASK,POOL,EQUAL,7193663,23294,5093,215592,2505,243861,2507,100,9,30,9,0,2389,97.91,9.0,30.0
BP18PAA4,01/11/2016,12:00:00,14:00:00,BPA0ENRY,TASK,POOL,EQUAL,6931577,20758,4076,168201,1997,192930,1998,100,8,30,8,0,1892,97.89,8.0,26.67
BP18PAA4,01/11/2016,14:00:00,16:00:00,BPA0ENRY,TASK,POOL,EQUAL,7267071,21300,4625,206306,2388,232119,2387,100,9,30,9,0,2277,98.01,9.0,30.0
BP18PAA4,01/11/2016,16:00:00,18:00:00,BPA0ENRY,TASK,POOL,EQUAL,7732511,18891,4580,186304,2168,209658,2169,100,15,30,15,0,2051,97.82,15.0,50.0
BP18PAA4,01/11/2016,18:00:00,20:00:00,BPA0ENRY,TASK,POOL,EQUAL,7019414,12806,2920,112762,1342,128398,1341,100,11,30,11,0,1252,97.73,11.0,36.67
BP18PAA4,01/11/2016,20:00:00,22:00:00,BPA0ENRY,TASK,POOL,EQUAL,6013746,11072,2153,88459,1072,101597,1073,100,6,30,6,0,985,97.88,6.0,20.0
BP18PAA8,01/11/2016,06:00:00,08:00:00,BPA0ENRY,TASK,POOL,EQUAL,380475,1206,333,12991,190,14471,188,100,4,30,4,0,131,97.71,4.0,13.33
BP18PAA8,01/11/2016,08:00:00,10:00:00,BPA0ENRY,TASK,POOL,EQUAL,3815411,12252,3265,128136,1493,143561,1490,100,10,30,10,0,1401,97.73,10.0,33.33
BP18PAA8,01/11/2016,10:00:00,12:00:00,BPA0ENRY,TASK,POOL,EQUAL,7213906,23470,4992,215468,2522,243805,2523,100,13,30,13,0,2397,97.95,13.0,43.33
BP18PAA8,01/11/2016,12:00:00,14:00:00,BPA0ENRY,TASK,POOL,EQUAL,6813043,20706,3936,168639,2004,193169,2005,100,12,30,12,0,1892,97.96,12.0,40.0
BP18PAA8,01/11/2016,14:00:00,16:00:00,BPA0ENRY,TASK,POOL,EQUAL,7324525,21346,4618,206899,2392,232758,2391,100,10,30,10,0,2286,98.02,10.0,33.33
BP18PAA8,01/11/2016,16:00:00,18:00:00,BPA0ENRY,TASK,POOL,EQUAL,8843873,19074,4585,185688,2157,209240,2157,100,8,30,8,0,2050,97.81,8.0,26.67
BP18PAA8,01/11/2016,18:00:00,20:00:00,BPA0ENRY,TASK,POOL,EQUAL,8290542,12531,2979,113292,1341,128715,1341,100,7,30,7,0,1254,97.69,7.0,23.33
BP18PAA8,01/11/2016,20:00:00,22:00:00,BPA0ENRY,TASK,POOL,EQUAL,6714679,10928,2214,88664,1077,101713,1077,100,7,30,7,0,982,97.83,7.0,23.33
