Applid,Date,ResTime,ColTime,ENQPoolName,ENQIssd,ENQWtd,ENQWTT,ENQSysWtd,ENQSysWtT,ENQRtnd,ENQRtnT,ImmRejEqBsy,ImmRejEqRtn,WtRejRtn,WtRejOp,WtRejTo,ENQBusyRatio%,ENQWttRatio%,ENQRetRatio%,ENQImmRetRatio%,ENQImmSuccessRatio%
BP18PAAD,01/11/2016,06:00:00,08:00:00,*TOTALS*,2773,3,00:00:00.011,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.11,0.0,0.0,99.89
BP18PAAD,01/11/2016,08:00:00,10:00:00,*TOTALS*,17442,104,00:00:00.508,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.6,0.0,0.0,99.4
BP18PAAD,01/11/2016,10:00:00,12:00:00,*TOTALS*,28872,298,00:00:01.646,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,1.03,0.0,0.0,98.97
BP18PAAD,01/11/2016,12:00:00,14:00:00,*TOTALS*,24423,219,00:00:01.170,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.9,0.0,0.0,99.1
BP18PAAD,01/11/2016,14:00:00,16:00:00,*TOTALS*,27744,236,00:00:01.410,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.85,0.0,0.0,99.15
BP18PAAD,01/11/2016,16:00:00,18:00:00,*TOTALS*,28525,191,00:00:01.079,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.67,0.0,0.0,99.33
BP18PAAD,01/11/2016,18:00:00,20:00:00,*TOTALS*,18384,92,00:00:00.484,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.5,0.0,0.0,99.5
BP18PAAD,01/11/2016,20:00:00,22:00:00,*TOTALS*,15659,75,00:00:00.439,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.48,0.0,0.0,99.52
BP18PAAH,01/11/2016,06:00:00,08:00:00,*TOTALS*,2720,3,00:00:00.005,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.11,0.0,0.0,99.89
BP18PAAH,01/11/2016,08:00:00,10:00:00,*TOTALS*,17532,83,00:00:00.473,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.47,0.0,0.0,99.53
BP18PAAH,01/11/2016,10:00:00,12:00:00,*TOTALS*,29184,293,00:00:01.583,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,1.0,0.0,0.0,99.0
BP18PAAH,01/11/2016,12:00:00,14:00:00,*TOTALS*,24233,177,00:00:00.899,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.73,0.0,0.0,99.27
BP18PAAH,01/11/2016,14:00:00,16:00:00,*TOTALS*,27344,252,00:00:01.387,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.92,0.0,0.0,99.08
BP18PAAH,01/11/2016,16:00:00,18:00:00,*TOTALS*,27503,190,00:00:01.007,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.69,0.0,0.0,99.31
BP18PAAH,01/11/2016,18:00:00,20:00:00,*TOTALS*,18378,88,00:00:00.461,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.48,0.0,0.0,99.52
BP18PAAH,01/11/2016,20:00:00,22:00:00,*TOTALS*,15176,72,00:00:00.391,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.47,0.0,0.0,99.53
BP18PAA4,01/11/2016,06:00:00,08:00:00,*TOTALS*,2832,0,00:00:00.000,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0
BP18PAA4,01/11/2016,08:00:00,10:00:00,*TOTALS*,17594,98,00:00:00.525,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.56,0.0,0.0,99.44
BP18PAA4,01/11/2016,10:00:00,12:00:00,*TOTALS*,28781,299,00:00:01.581,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,1.04,0.0,0.0,98.96
BP18PAA4,01/11/2016,12:00:00,14:00:00,*TOTALS*,24845,245,00:00:01.221,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.99,0.0,0.0,99.01
BP18PAA4,01/11/2016,14:00:00,16:00:00,*TOTALS*,26944,264,00:00:01.495,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.98,0.0,0.0,99.02
BP18PAA4,01/11/2016,16:00:00,18:00:00,*TOTALS*,28153,179,00:00:00.949,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.64,0.0,0.0,99.36
BP18PAA4,01/11/2016,18:00:00,20:00:00,*TOTALS*,18221,103,00:00:00.570,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.57,0.0,0.0,99.43
BP18PAA4,01/11/2016,20:00:00,22:00:00,*TOTALS*,15932,72,00:00:00.402,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.45,0.0,0.0,99.55
BP18PAA8,01/11/2016,06:00:00,08:00:00,*TOTALS*,2717,2,00:00:00.014,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.07,0.0,0.0,99.93
BP18PAA8,01/11/2016,08:00:00,10:00:00,*TOTALS*,17728,90,00:00:00.529,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.51,0.0,0.0,99.49
BP18PAA8,01/11/2016,10:00:00,12:00:00,*TOTALS*,29391,282,00:00:01.447,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.96,0.0,0.0,99.04
BP18PAA8,01/11/2016,12:00:00,14:00:00,*TOTALS*,24869,258,00:00:01.475,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,1.04,0.0,0.0,98.96
BP18PAA8,01/11/2016,14:00:00,16:00:00,*TOTALS*,27086,222,00:00:01.259,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.82,0.0,0.0,99.18
BP18PAA8,01/11/2016,16:00:00,18:00:00,*TOTALS*,28842,204,00:00:01.089,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.71,0.0,0.0,99.29
BP18PAA8,01/11/2016,18:00:00,20:00:00,*TOTALS*,17625,89,00:00:00.430,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.5,0.0,0.0,99.5
BP18PAA8,01/11/2016,20:00:00,22:00:00,*TOTALS*,15468,65,00:00:00.412,0,00:00:00.000,0,000-00:00:00,0,0,0,0,0,0.0,0.42,0.0,0.0,99.58
