Applid,Date,ResTime,ColTime,STGPROT,TRANISO,REENTPG,DSALIM,PeakDSA,EDSALIM,PeakEDSA,MEMLIMIT,CDSASize,UDSASize,SDSASize,RDSASize,ECDSASize,EUDSASize,ESDSASize,ERDSASize,ETDSASize,DSARatio%,EDSARatio%,CDSAHWM,UDSAHWM,SDSAHWM,RDSAHWM,DSASOSTms,DSASTGVIOLTms,ECDSAHWM,EUDSAHWM,ESDSAHWM,ERDSAHWM,ETDSAHWM,EDSASOSTms,EDSASTGVIOLTms,CDSAFragRatio%, UDSAFragRatio%, SDSAFragRatio%, RDSAFragRatio%, ECDSAFragRatio%, EUDSAFragRatio%, ESDSAFragRatio%, ERDSAFragRatio%, DSAHWMRatio%, EDSAHWMRatio%,GDSASOSTms, GDSASTGVIOLTms
BP16PAAB,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,527433728,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,101711872,1048576,20.00,45.73,229376,32768,8192,237568,0,0,244862976,22740992,651264,99819520,0,0,0,0.92,0.98,1.00,0.67,0.35,0.06,1.00,0.11,9.69,31.91,0,0
BP16PAAB,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,531628032,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,105906176,1048576,20.00,46.09,241664,53248,8192,237568,0,0,254918656,40960000,655360,103944192,0,0,0,0.85,1.00,1.00,0.67,0.21,0.06,1.00,0.51,10.31,34.72,0,0
BP16PAAB,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,534773760,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,109051904,1048576,20.00,46.36,241664,57344,8192,237568,0,0,245153792,45547520,655360,107937792,0,0,0,0.85,1.00,1.00,0.67,0.21,0.06,1.00,0.13,10.39,34.62,0,0
BP16PAAB,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,535822336,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,110100480,1048576,20.00,46.45,233472,65536,8192,237568,0,0,245145600,54067200,655360,109121536,0,0,0,0.92,0.97,1.00,0.67,0.21,0.06,1.00,0.04,10.39,35.46,0,0
BP16PAAB,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,537919488,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,112197632,1048576,20.00,46.64,245760,86016,8192,237568,0,0,245465088,64159744,655360,111112192,0,0,0,0.92,0.93,1.00,0.67,0.21,0.06,1.00,0.07,11.02,36.53,0,0
BP16PAAB,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,540016640,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,114294784,1048576,20.00,46.82,245760,61440,8192,237568,0,0,254148608,46530560,655360,113029120,0,0,0,0.92,0.98,1.00,0.67,0.35,0.06,1.00,0.15,10.55,35.92,0,0
BP16PAAB,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,541065216,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,115343360,1048576,20.00,46.91,241664,53248,8192,237568,0,0,246218752,43057152,655360,113532928,0,0,0,0.85,1.00,1.00,0.67,0.35,0.06,1.00,0.40,10.31,34.98,0,0
BP16PAAB,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,541065216,NOLIMIT,262144,262144,262144,262144,309329920,114294784,1048576,115343360,1048576,20.00,46.91,241664,49152,8192,237568,0,0,264077312,43450368,655360,113532928,0,0,0,0.92,1.00,1.00,0.67,0.35,0.06,1.00,0.40,10.23,36.56,0,0
BP16PAAF,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,544210944,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,100663296,1048576,20.00,47.18,241664,32768,8192,237568,0,0,244989952,24903680,651264,98811904,0,0,0,0.83,1.00,1.00,0.67,0.36,0.05,1.00,0.09,9.92,32.02,0,0
BP16PAAF,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,548405248,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,104857600,1048576,20.00,47.55,241664,57344,8192,237568,0,0,255049728,50921472,655360,103239680,0,0,0,0.91,1.00,1.00,0.67,0.21,0.05,1.00,0.34,10.39,35.53,0,0
BP16PAAF,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,553648128,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,110100480,1048576,20.00,48.00,249856,77824,8192,237568,0,0,245469184,69599232,655360,108216320,0,0,0,0.91,1.00,1.00,0.67,0.21,0.05,1.00,0.37,10.94,36.75,0,0
BP16PAAF,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,554696704,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,111149056,1048576,20.00,48.09,249856,73728,8192,237568,0,0,245460992,65339392,655360,109121536,0,0,0,0.83,1.00,1.00,0.67,0.21,0.05,1.00,0.40,10.86,36.46,0,0
BP16PAAF,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,556793856,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,113246208,1048576,20.00,48.27,245760,69632,8192,237568,0,0,245579776,63569920,655360,111710208,0,0,0,0.83,1.00,1.00,0.67,0.21,0.05,1.00,0.18,10.70,36.54,0,0
BP16PAAF,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,558891008,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,115343360,1048576,20.00,48.45,245760,69632,8192,237568,0,0,254423040,58916864,655360,114008064,0,0,0,0.91,1.00,1.00,0.67,0.35,0.05,1.00,0.04,10.70,37.11,0,0
BP16PAAF,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,559939584,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,116391936,1048576,20.00,48.55,245760,61440,8192,237568,0,0,246304768,55312384,655360,114458624,0,0,0,0.83,1.00,1.00,0.67,0.35,0.05,1.00,0.33,10.55,36.13,0,0
BP16PAAF,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,559939584,NOLIMIT,262144,262144,262144,262144,308281344,133169152,1048576,116391936,1048576,20.00,48.55,241664,49152,8192,237568,0,0,264290304,50462720,655360,114458624,0,0,0,0.83,1.00,1.00,0.67,0.35,0.05,1.00,0.33,10.23,37.27,0,0
BP16PAA2,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,540016640,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,101711872,1048576,20.00,46.82,237568,28672,8192,237568,0,0,245018624,22151168,651264,99282944,0,0,0,0.91,0.97,1.00,0.67,0.35,0.05,1.00,0.20,9.77,31.83,0,0
BP16PAA2,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,543162368,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,104857600,1048576,20.00,47.09,253952,49152,8192,237568,0,0,255139840,42401792,655360,103424000,0,0,0,0.91,1.00,1.00,0.67,0.21,0.05,1.00,0.36,10.47,34.82,0,0
BP16PAA2,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,547356672,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,109051904,1048576,20.00,47.45,245760,57344,8192,237568,0,0,245432320,60751872,655360,107786240,0,0,0,0.91,0.98,1.00,0.67,0.21,0.05,1.00,0.21,10.47,35.95,0,0
BP16PAA2,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,549453824,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,111149056,1048576,20.00,47.64,241664,57344,8192,237568,0,0,245358592,48758784,655360,109137920,0,0,0,0.83,1.00,1.00,0.67,0.21,0.05,1.00,0.48,10.39,35.02,0,0
BP16PAA2,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,551550976,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,113246208,1048576,20.00,47.82,262144,57344,8192,237568,0,0,245428224,47251456,655360,111747072,0,0,0,1.00,0.98,1.00,0.67,0.21,0.06,1.00,0.28,10.78,35.12,0,0
BP16PAA2,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,553648128,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,115343360,1048576,20.00,48.00,245760,61440,8192,237568,0,0,254427136,47185920,655360,113348608,0,0,0,0.91,1.00,1.00,0.67,0.35,0.05,1.00,0.42,10.55,36.03,0,0
BP16PAA2,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,553648128,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,115343360,1048576,20.00,48.00,241664,49152,8192,237568,0,0,246394880,44564480,655360,114110464,0,0,0,0.91,1.00,1.00,0.67,0.35,0.05,1.00,0.07,10.23,35.18,0,0
BP16PAA2,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1048576,1153433600,553648128,NOLIMIT,262144,262144,262144,262144,309329920,126877696,1048576,115343360,1048576,20.00,48.00,237568,49152,8192,237568,0,0,264257536,44630016,655360,114110464,0,0,0,0.83,1.00,1.00,0.67,0.35,0.05,1.00,0.07,10.16,36.73,0,0
BP16PAA6,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,536870912,NOLIMIT,524288,262144,262144,262144,308281344,124780544,1048576,101711872,1048576,25.00,46.55,237568,32768,8192,237568,0,0,245006336,22085632,651264,99225600,0,0,0,0.86,0.95,1.00,0.67,0.36,0.03,1.00,0.22,9.84,31.82,0,0
BP16PAA6,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,547356672,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,105906176,1048576,25.00,47.45,241664,49152,8192,237568,0,0,255102976,41025536,655360,103956480,0,0,0,0.86,0.97,1.00,0.67,0.21,0.05,1.00,0.47,10.23,34.74,0,0
BP16PAA6,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,551550976,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,110100480,1048576,25.00,47.82,249856,69632,8192,237568,0,0,245358592,55312384,655360,108285952,0,0,0,0.86,1.00,1.00,0.67,0.21,0.05,1.00,0.45,10.78,35.51,0,0
BP16PAA6,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,552599552,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,111149056,1048576,25.00,47.91,249856,65536,8192,237568,0,0,245440512,57409536,655360,109355008,0,0,0,0.85,1.00,1.00,0.67,0.21,0.05,1.00,0.44,10.70,35.79,0,0
BP16PAA6,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,553648128,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,112197632,1048576,25.00,48.00,253952,61440,8192,237568,0,0,245514240,61079552,655360,111087616,0,0,0,0.88,1.00,1.00,0.67,0.21,0.05,1.00,0.08,10.70,36.27,0,0
BP16PAA6,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,556793856,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,115343360,1048576,25.00,48.27,253952,57344,8192,237568,0,0,254316544,46923776,655360,113483776,0,0,0,0.85,1.00,1.00,0.67,0.35,0.05,1.00,0.43,10.62,36.01,0,0
BP16PAA6,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,556793856,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,115343360,1048576,25.00,48.27,241664,57344,8192,237568,0,0,244822016,44826624,655360,113881088,0,0,0,0.86,0.98,1.00,0.67,0.35,0.05,1.00,0.27,10.39,35.04,0,0
BP16PAA6,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,556793856,NOLIMIT,524288,262144,262144,262144,308281344,131072000,1048576,115343360,1048576,25.00,48.27,245760,53248,8192,237568,0,0,264224768,45613056,655360,113881088,0,0,0,0.86,0.98,1.00,0.67,0.35,0.05,1.00,0.27,10.39,36.79,0,0
BP17PAAC,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,536870912,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,99614720,1048576,25.00,46.55,241664,32768,8192,237568,0,0,244989952,23199744,651264,97988608,0,0,0,0.84,1.00,1.00,0.67,0.35,0.05,1.00,0.10,9.92,31.80,0,0
BP17PAAC,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,541065216,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,103809024,1048576,25.00,46.91,245760,73728,8192,237568,0,0,255090688,67633152,655360,102092800,0,0,0,0.85,1.00,1.00,0.67,0.21,0.05,1.00,0.42,10.78,36.89,0,0
BP17PAAC,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,546308096,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,109051904,1048576,25.00,47.36,249856,53248,8192,237568,0,0,245354496,52494336,655360,107139072,0,0,0,0.85,1.00,1.00,0.67,0.21,0.05,1.00,0.42,10.47,35.17,0,0
BP17PAAC,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,546308096,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,109051904,1048576,25.00,47.36,241664,57344,8192,237568,0,0,245338112,47513600,655360,107933696,0,0,0,0.85,1.00,1.00,0.67,0.21,0.05,1.00,0.05,10.39,34.80,0,0
BP17PAAC,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,549453824,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,112197632,1048576,25.00,47.64,253952,77824,8192,237568,0,0,245518336,66125824,655360,110551040,0,0,0,0.86,0.97,1.00,0.67,0.21,0.06,1.00,0.34,11.02,36.66,0,0
BP17PAAC,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,551550976,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,114294784,1048576,25.00,47.82,253952,61440,8192,237568,0,0,254369792,47251456,655360,112967680,0,0,0,0.84,1.00,1.00,0.67,0.35,0.05,1.00,0.17,10.70,36.00,0,0
BP17PAAC,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,552599552,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,115343360,1048576,25.00,47.91,241664,53248,8192,237568,0,0,246423552,58458112,655360,113897472,0,0,0,0.85,1.00,1.00,0.67,0.35,0.05,1.00,0.24,10.31,36.36,0,0
BP17PAAC,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,552599552,NOLIMIT,524288,262144,262144,262144,309329920,125829120,1048576,115343360,1048576,25.00,47.91,241664,53248,8192,237568,0,0,264212480,50397184,655360,113897472,0,0,0,0.84,1.00,1.00,0.67,0.35,0.05,1.00,0.24,10.31,37.21,0,0
BP17PAAG,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,560988160,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,100663296,1048576,25.00,48.64,233472,32768,8192,237568,0,0,245080064,18284544,651264,98803712,0,0,0,0.85,0.97,1.00,0.67,0.35,0.04,1.00,0.12,9.77,31.46,0,0
BP17PAAG,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,565182464,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,104857600,1048576,25.00,49.00,249856,49152,8192,237568,0,0,255070208,39911424,655360,103383040,0,0,0,0.85,1.00,1.00,0.67,0.21,0.04,1.00,0.33,10.39,34.59,0,0
BP17PAAG,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,570425344,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,110100480,1048576,25.00,49.45,258048,53248,8192,237568,0,0,245346304,43122688,655360,108871680,0,0,0,0.85,1.00,1.00,0.67,0.21,0.04,1.00,0.08,10.62,34.51,0,0
BP17PAAG,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,571473920,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,111149056,1048576,25.00,49.55,241664,49152,8192,237568,0,0,245272576,41811968,655360,109678592,0,0,0,0.85,1.00,1.00,0.67,0.21,0.04,1.00,0.22,10.23,34.46,0,0
BP17PAAG,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,573571072,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,113246208,1048576,25.00,49.73,245760,61440,8192,237568,0,0,245391360,50855936,655360,111611904,0,0,0,0.85,1.00,1.00,0.67,0.21,0.05,1.00,0.27,10.55,35.42,0,0
BP17PAAG,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,576716800,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,116391936,1048576,25.00,50.00,249856,57344,8192,237568,0,0,254300160,41353216,655360,114327552,0,0,0,0.84,1.00,1.00,0.67,0.35,0.04,1.00,0.42,10.55,35.60,0,0
BP17PAAG,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,576716800,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,116391936,1048576,25.00,50.00,241664,45056,8192,237568,0,0,246349824,41811968,655360,115105792,0,0,0,0.84,1.00,1.00,0.67,0.35,0.04,1.00,0.08,10.16,35.02,0,0
BP17PAAG,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,576716800,NOLIMIT,524288,262144,262144,262144,309329920,148897792,1048576,116391936,1048576,25.00,50.00,245760,40960,8192,237568,0,0,264245248,47906816,655360,115150848,0,0,0,0.85,0.98,1.00,0.67,0.35,0.04,1.00,0.04,10.16,37.10,0,0
BP17PAA3,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,535822336,NOLIMIT,524288,262144,262144,262144,310378496,122683392,1048576,100663296,1048576,25.00,46.45,241664,28672,8192,237568,0,0,245080064,26804224,651264,98557952,0,0,0,0.84,1.00,1.00,0.67,0.35,0.04,1.00,0.41,9.84,32.17,0,0
BP17PAA3,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,538968064,NOLIMIT,524288,262144,262144,262144,310378496,122683392,1048576,103809024,1048576,25.00,46.73,241664,49152,8192,237568,0,0,255152128,39911424,655360,102514688,0,0,0,0.84,1.00,1.00,0.67,0.20,0.04,1.00,0.30,10.23,34.53,0,0
BP17PAA3,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,549453824,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,108003328,1048576,25.00,47.64,245760,61440,8192,237568,0,0,245506048,44957696,655360,106864640,0,0,0,0.85,0.97,1.00,0.67,0.20,0.05,1.00,0.17,10.55,34.50,0,0
BP17PAA3,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,551550976,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,110100480,1048576,25.00,47.82,237568,61440,8192,237568,0,0,245334016,47841280,655360,108191744,0,0,0,0.85,1.00,1.00,0.67,0.20,0.05,1.00,0.50,10.39,34.85,0,0
BP17PAA3,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,552599552,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,111149056,1048576,25.00,47.91,241664,57344,8192,237568,0,0,245465088,50724864,655360,109948928,0,0,0,0.84,1.00,1.00,0.67,0.20,0.05,1.00,0.21,10.39,35.27,0,0
BP17PAA3,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,554696704,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,113246208,1048576,25.00,48.09,249856,57344,8192,237568,0,0,254291968,41353216,655360,111996928,0,0,0,0.84,1.00,1.00,0.67,0.34,0.05,1.00,0.21,10.55,35.40,0,0
BP17PAA3,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,555745280,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,114294784,1048576,25.00,48.18,241664,49152,8192,237568,0,0,246333440,46923776,655360,112439296,0,0,0,0.84,1.00,1.00,0.67,0.34,0.05,1.00,0.45,10.23,35.23,0,0
BP17PAA3,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,555745280,NOLIMIT,524288,262144,262144,262144,310378496,128974848,1048576,114294784,1048576,25.00,48.18,241664,45056,8192,237568,0,0,264265728,49217536,655360,112513024,0,0,0,0.85,0.98,1.00,0.67,0.34,0.05,1.00,0.42,10.16,36.99,0,0
BP17PAA7,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,580911104,NOLIMIT,524288,262144,262144,262144,309329920,166723584,1048576,102760448,1048576,25.00,50.36,249856,32768,8192,237568,0,0,245051392,20054016,651264,100397056,0,0,0,0.85,1.00,1.00,0.67,0.21,0.04,1.00,0.20,10.08,31.74,0,0
BP17PAA7,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,600834048,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,106954752,1048576,25.00,52.09,241664,57344,8192,237568,0,0,255082496,42139648,655360,105013248,0,0,0,0.84,1.00,1.00,0.67,0.18,0.04,1.00,0.42,10.39,34.93,0,0
BP17PAA7,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,605028352,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,111149056,1048576,25.00,52.45,241664,53248,8192,237568,0,0,245342208,51380224,655360,108953600,0,0,0,0.84,1.00,1.00,0.67,0.17,0.04,1.00,0.46,10.31,35.23,0,0
BP17PAA7,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,606076928,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,112197632,1048576,25.00,52.55,249856,69632,8192,237568,0,0,245506048,56426496,655360,110075904,0,0,0,0.85,1.00,1.00,0.67,0.17,0.04,1.00,0.45,10.78,35.78,0,0
BP17PAA7,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,608174080,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,114294784,1048576,25.00,52.73,245760,61440,8192,237568,0,0,245493760,63242240,655360,112091136,0,0,0,0.84,1.00,1.00,0.67,0.18,0.04,1.00,0.46,10.55,36.54,0,0
BP17PAA7,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,609222656,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,115343360,1048576,25.00,52.82,249856,65536,8192,237568,0,0,254406656,46268416,655360,113512448,0,0,0,0.85,0.97,1.00,0.67,0.26,0.04,1.00,0.34,10.70,35.97,0,0
BP17PAA7,01/11/2016,18:00:00,20:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,609222656,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,115343360,1048576,25.00,52.82,245760,45056,8192,237568,0,0,236359680,46268416,655360,114049024,0,0,0,0.85,1.00,1.00,0.67,0.26,0.04,1.00,0.06,10.23,34.45,0,0
BP17PAA7,01/11/2016,20:00:00,22:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,609222656,NOLIMIT,524288,262144,262144,262144,325058560,166723584,1048576,115343360,1048576,25.00,52.82,241664,45056,8192,237568,0,0,254251008,55967744,651264,114049024,0,0,0,0.84,1.00,1.00,0.67,0.26,0.04,1.00,0.06,10.16,36.84,0,0
BP18PAAD,01/11/2016,06:00:00,08:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,551550976,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,103809024,1048576,25.00,47.82,229376,32768,8192,237568,0,0,245035008,22216704,651264,101605376,0,0,0,0.85,1.00,1.00,0.67,0.36,0.07,1.00,0.22,9.69,32.04,0,0
BP18PAAD,01/11/2016,08:00:00,10:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,554696704,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,106954752,1048576,25.00,48.09,245760,57344,8192,237568,0,0,255094784,47841280,655360,105594880,0,0,0,0.85,1.00,1.00,0.67,0.21,0.06,1.00,0.15,10.47,35.48,0,0
BP18PAAD,01/11/2016,10:00:00,12:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,558891008,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,111149056,1048576,25.00,48.45,241664,65536,8192,237568,0,0,245428224,56098816,655360,109338624,0,0,0,0.85,0.98,1.00,0.67,0.21,0.06,1.00,0.34,10.55,35.68,0,0
BP18PAAD,01/11/2016,12:00:00,14:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,559939584,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,112197632,1048576,25.00,48.55,241664,53248,8192,237568,0,0,245329920,42008576,655360,110518272,0,0,0,0.84,1.00,1.00,0.67,0.21,0.06,1.00,0.29,10.31,34.55,0,0
BP18PAAD,01/11/2016,14:00:00,16:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,562036736,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,114294784,1048576,25.00,48.73,245760,57344,8192,237568,0,0,245354496,45154304,655360,112394240,0,0,0,0.85,1.00,1.00,0.67,0.21,0.06,1.00,0.33,10.47,34.99,0,0
BP18PAAD,01/11/2016,16:00:00,18:00:00,ACTIVE,INACTIVE,PROTECT,5242880,1310720,1153433600,563085312,NOLIMIT,524288,262144,262144,262144,308281344,137363456,1048576,115343360,1048576,25.00,48.82,249856,57344,8192,237568,0,0,254341120,45416448,655360,113868800,0,0,0,0.84,1.00,1.00,0.67,0.35,0.06,1.00,0.12,10.55,35.92,0,0
