Applid,Date,ResTime,ColTime,TClassName,Trandfs,NaxAct,PrgThrs,Attaches,AcptImm,PrgImm,Queued,PrgQd,QuedTime,PckAct,PckQued,MaxActTimes,PrgThrsTimes
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBM1A,20,20,11,13884,13884,0,0,0,00:00:00,5,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBOTH,2177,30,11,2712,2712,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBPOS,2175,30,21,1122,1122,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBSCTR,1,50,21,8770,8770,0,0,0,00:00:00,5,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBSMSR,2,10,6,2107,2107,0,0,0,00:00:00,7,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBTRM,2175,30,21,27826,27826,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,14:00:00,16:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,14:00:00,16:00:00,*TOTALS*,43529,-1,-1,115667,115667,0,0,0,00:00:00,-1,-1,120,3
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBATM,2175,30,21,6877,6877,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBCHHI,15225,70,26,3937,3937,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBCHLI,10875,30,31,1024,1024,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBEIB,2175,30,21,7218,7218,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBIBS,2175,30,21,28705,28705,0,0,0,00:00:00,5,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBIPB,2175,30,21,1409,1409,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBMID,2175,30,21,2627,2627,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBM1A,20,20,11,12002,12002,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBOTH,2177,30,11,2240,2240,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBPOS,2175,30,21,1181,1181,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBSCTR,1,50,21,8542,8542,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBSMSA,1,1,1,119,119,0,0,0,00:00:00,1,0,119,1
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBSMSR,2,10,6,45,45,0,0,0,00:00:00,1,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBTRM,2175,30,21,26673,26673,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,16:00:00,18:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,16:00:00,18:00:00,*TOTALS*,43529,-1,-1,102599,102599,0,0,0,00:00:00,-1,-1,119,3
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBATM,2175,30,21,5907,5907,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBCHHI,15225,70,26,2678,2678,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBCHLI,10875,30,31,430,430,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBEIB,2175,30,21,2924,2924,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBIBS,2175,30,21,18004,18004,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBIPB,2175,30,21,1348,1348,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBMID,2175,30,21,1453,1453,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBM1A,20,20,11,8138,8138,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBOTH,2177,30,11,811,811,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBPOS,2175,30,21,854,854,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBSCTR,1,50,21,6154,6154,0,0,0,00:00:00,6,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBSMSR,2,10,6,16,16,0,0,0,00:00:00,1,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBTRM,2175,30,21,13393,13393,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,18:00:00,20:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,18:00:00,20:00:00,*TOTALS*,43529,-1,-1,62230,62230,0,0,0,00:00:00,-1,-1,120,3
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBATM,2175,30,21,4000,4000,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBCHHI,15225,70,26,2450,2450,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBCHLI,10875,30,31,247,247,0,0,0,00:00:00,1,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBEIB,2175,30,21,2226,2226,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBIBS,2175,30,21,16378,16378,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBIPB,2175,30,21,1321,1321,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBMID,2175,30,21,1023,1023,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBM1A,20,20,11,6744,6744,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBOTH,2177,30,11,412,412,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBPOS,2175,30,21,739,739,0,0,0,00:00:00,2,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBSCTR,1,50,21,4520,4520,0,0,0,00:00:00,4,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBSMSR,2,10,6,0,0,0,0,0,00:00:00,0,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBTRM,2175,30,21,8633,8633,0,0,0,00:00:00,3,0,0,0
BP15PAA1,01/11/2016,20:00:00,22:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA1,01/11/2016,20:00:00,22:00:00,*TOTALS*,43529,-1,-1,48813,48813,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBATM,2175,30,21,805,805,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBCHHI,15225,70,26,210,210,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBCHLI,10875,30,31,262,262,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBEIB,2175,30,21,1041,1041,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBIBS,2175,30,21,2098,2098,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBIPB,2175,30,21,246,246,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBMID,2175,30,21,323,323,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBM1A,20,20,11,648,648,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBOTH,2177,30,11,272,272,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBPOS,2175,30,21,72,72,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBSCTR,1,50,21,761,761,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBSMSR,2,10,6,0,0,0,0,0,00:00:00,0,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBTRM,2175,30,21,265,265,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,06:00:00,08:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,06:00:00,08:00:00,*TOTALS*,43529,-1,-1,7123,7123,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBATM,2175,30,21,4532,4532,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBCHHI,15225,70,26,3337,3337,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBCHLI,10875,30,31,965,965,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBEIB,2175,30,21,6470,6470,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBIBS,2175,30,21,19937,19937,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBIPB,2175,30,21,1048,1048,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBMID,2175,30,21,2120,2120,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBM1A,20,20,11,8432,8432,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBOTH,2177,30,11,1806,1806,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBPOS,2175,30,21,946,946,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBSCTR,1,50,21,5417,5417,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBSMSR,2,10,6,0,0,0,0,0,00:00:00,0,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBTRM,2175,30,21,14644,14644,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,08:00:00,10:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,08:00:00,10:00:00,*TOTALS*,43529,-1,-1,69774,69774,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBATM,2175,30,21,6731,6731,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBCHHI,15225,70,26,5058,5058,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBCHLI,10875,30,31,984,984,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBEIB,2175,30,21,10303,10303,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBIBS,2175,30,21,33706,33706,0,0,0,00:00:00,6,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBIPB,2175,30,21,1599,1599,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBMID,2175,30,21,3875,3875,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBM1A,20,20,11,15907,15907,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBOTH,2177,30,11,2720,2720,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBPOS,2175,30,21,1342,1342,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBSCTR,1,50,21,8813,8813,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBSMSR,2,10,6,17,17,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBTRM,2175,30,21,27434,27434,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,10:00:00,12:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,10:00:00,12:00:00,*TOTALS*,43529,-1,-1,118609,118609,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBATM,2175,30,21,6564,6564,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBCHHI,15225,70,26,3522,3522,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBCHLI,10875,30,31,1200,1200,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBEIB,2175,30,21,6140,6140,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBIBS,2175,30,21,28449,28449,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBIPB,2175,30,21,2081,2081,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBMID,2175,30,21,2983,2983,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBM1A,20,20,11,12891,12891,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBOTH,2177,30,11,1865,1865,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBPOS,2175,30,21,936,936,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBSCTR,1,50,21,8179,8179,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBSMSR,2,10,6,1115,1115,0,0,0,00:00:00,7,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBTRM,2175,30,21,19058,19058,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,12:00:00,14:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,12:00:00,14:00:00,*TOTALS*,43529,-1,-1,95103,95103,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBATM,2175,30,21,6528,6528,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBCHHI,15225,70,26,4271,4271,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBCHLI,10875,30,31,1293,1293,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBEIB,2175,30,21,8791,8791,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBIBS,2175,30,21,32907,32907,0,0,0,00:00:00,6,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBIPB,2175,30,21,1460,1460,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBMID,2175,30,21,3829,3829,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBM1A,20,20,11,13772,13772,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBOTH,2177,30,11,2776,2776,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBPOS,2175,30,21,1120,1120,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBSCTR,1,50,21,8704,8704,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBSMSR,2,10,6,1933,1933,0,0,0,00:00:00,7,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBTRM,2175,30,21,27993,27993,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,14:00:00,16:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,14:00:00,16:00:00,*TOTALS*,43529,-1,-1,115497,115497,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBATM,2175,30,21,6878,6878,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBCHHI,15225,70,26,3882,3882,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBCHLI,10875,30,31,987,987,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBEIB,2175,30,21,7183,7183,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBIBS,2175,30,21,28723,28723,0,0,0,00:00:00,7,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBIPB,2175,30,21,1391,1391,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBMID,2175,30,21,2588,2588,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBM1A,20,20,11,12032,12032,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBOTH,2177,30,11,2253,2253,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBPOS,2175,30,21,1244,1244,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBSCTR,1,50,21,8452,8452,0,0,0,00:00:00,6,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBSMSR,2,10,6,69,69,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBTRM,2175,30,21,26473,26473,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,16:00:00,18:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,16:00:00,18:00:00,*TOTALS*,43529,-1,-1,102275,102275,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBATM,2175,30,21,5837,5837,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBCHHI,15225,70,26,2742,2742,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBCHLI,10875,30,31,448,448,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBEIB,2175,30,21,2941,2941,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBIBS,2175,30,21,18528,18528,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBIPB,2175,30,21,1393,1393,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBMID,2175,30,21,1458,1458,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBM1A,20,20,11,8080,8080,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBOTH,2177,30,11,827,827,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBPOS,2175,30,21,862,862,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBSCTR,1,50,21,6143,6143,0,0,0,00:00:00,5,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBSMSA,1,1,1,119,119,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBSMSR,2,10,6,22,22,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBTRM,2175,30,21,13291,13291,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,18:00:00,20:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,18:00:00,20:00:00,*TOTALS*,43529,-1,-1,62691,62691,0,0,0,00:00:00,-1,-1,120,3
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBATM,2175,30,21,3861,3861,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBCHHI,15225,70,26,2377,2377,0,0,0,00:00:00,4,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBCHLI,10875,30,31,254,254,0,0,0,00:00:00,1,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBEIB,2175,30,21,2292,2292,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBIBS,2175,30,21,16473,16473,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBIPB,2175,30,21,1404,1404,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBMID,2175,30,21,988,988,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBM1A,20,20,11,6548,6548,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBOTH,2177,30,11,441,441,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBPOS,2175,30,21,734,734,0,0,0,00:00:00,2,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBSCTR,1,50,21,4375,4375,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBSMSR,2,10,6,0,0,0,0,0,00:00:00,0,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBTRM,2175,30,21,8558,8558,0,0,0,00:00:00,3,0,0,0
BP15PAA5,01/11/2016,20:00:00,22:00:00,TCBTRNLM,0,1,1,0,0,0,0,0,00:00:00,0,0,0,1
BP15PAA5,01/11/2016,20:00:00,22:00:00,*TOTALS*,43529,-1,-1,48425,48425,0,0,0,00:00:00,-1,-1,120,3
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBATM,2175,30,21,818,818,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBCHHI,15225,70,26,211,211,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBCHLI,10875,30,31,258,258,0,0,0,00:00:00,1,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBCHLM,0,10,1,0,0,0,0,0,00:00:00,0,0,0,1
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBEIB,2175,30,21,1073,1073,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBIBS,2175,30,21,2166,2166,0,0,0,00:00:00,3,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBIPB,2175,30,21,241,241,0,0,0,00:00:00,1,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBMID,2175,30,21,275,275,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBM1A,20,20,11,722,722,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBOTH,2177,30,11,273,273,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBPOS,2175,30,21,48,48,0,0,0,00:00:00,1,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBSCTR,1,50,21,732,732,0,0,0,00:00:00,2,0,0,0
BP16PAAB,01/11/2016,06:00:00,08:00:00,TCBSMSA,1,1,1,120,120,0,0,0,00:00:00,1,0,120,1
